job_title,location,company_name,job_desc
Data Analyst - All levels Jr./Sr./Lead,"Kalamazoo, MI",OtterBase,"ResponsibilitiesAs a Data Analyst, you will focus on contracts, pricing, and customer intelligence to maximize revenue and margin through contract and pricing strategy by leveraging analytic tools such as Power BI, Excel, etc. You will elevate Stryker’s"
Associate Data Scientist,"Palo Alto, CA 94306",InspireITSolutions(IIS),"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analy"
Data Scientist - Global People Analytics,"Bentonville, AR 72712",Walmart,"Position Summary...
What you'll do...
Applied Business Acumen: Supports the development of business cases and recommendations. Owns delivery of project activity and tasks assigned by others. Supports process updates and changes. Solves business issues.
Da"
Data Science Intern,"San Diego, CA 92121 (Sorrento Valley area)",SiO Digital,"Responsibilities
Work on high-visibility projects (e.g. price optimization, content marketing, and demand forecasting)
Participate in customer engagement, product definition, success metrics, prioritize features, to deliver a polished market-ready product"
Data Scientist,"Glendale, CA",Beyond Limits,"Position Overview
Our data science team is expanding! The successful candidate will work with the data science and engineering teams on challenging projects in a variety of domains.
Beyond Limits is a pioneering Artificial Intelligence company and a satel"
Senior Data Scientist,"Denver, CO 80202 (Lodo area)",Nexthealth,"NextHealth Technologies is a high growth, venture-backed company located in downtown Denver, Colorado. Our advanced analytics platform enables healthcare companies to make data-driven decisions that save money and optimize outcomes. We’re a tight-knit t"
Data Scientist,"Fremont, CA",Facebook,"In this role, your primary responsibility will be to partner with key stakeholders and lead the development of an analytics program to support and enable the continued growth critical to Facebook's Data Center organization. You will be responsible for cre"
Data Scientist,"Inver Grove Heights, MN",CHS Inc.,CHS has an exciting opportunity in Global Grain Marketing North America. We are looking for a Data Scientist to provide data driven actionable insights and recommendations to the business by leveraging data from multiple sources including both SAP and Leg
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Data Scientist,"Richardson, TX",AT&T,"Description
The purpose of Data Scientist role is to conceptualize, prototype, design, develop and implement large scale big data science solutions in the cloud and on premises, in close collaboration with product teams, data engineers and cloud enterpris"
MAIDAP Data Scientist- Students and Recent Graduates,"Cambridge, MA",Microsoft,"A new technology paradigm is emerging, one with an intelligent cloud and an intelligent edge. To foster Microsoft’s leadership in this field, Microsoft has launched a ground-breaking program to develop the next generation of leaders in AI. Located at th"
Data scientist,"Richmond, VA",Change Healthcare,"Transforming the future of healthcare isn’t something we take lightly. It takes teams of the best and the brightest, working together to make an impact.
As one of the largest healthcare technology companies in the U.S., we are a catalyst to accelerate t"
Data Scientist,"Glendale, CA",Beyond Limits,"Position Overview
Our data science team is expanding! The successful candidate will work with the data science and engineering teams on challenging projects in a variety of domains.
Beyond Limits is a pioneering Artificial Intelligence company and a satel"
"Data Scientist (Visualization), Creator","New York, NY 10011 (Flatiron District area)",Spotify,We are looking for a Data Scientist specializing in communicating through data visualizations to join the Creator team that focuses on building tools for artists and the larger music industry. The team’s mission is to build features and services that he
Data Scientist - Indeed Hire,"Austin, TX 78731",Indeed,NA
Data Scientist,"Dearborn, MI",Ford Motor Company,"Job Description:
We are trusted advisers enabling Ford to see our business, know our customers and act in a meaningful way. We drive evidence-based decision making by providing timely, actionable and forward-looking insights to our One Ford business partn"
"Data Scientist, Machine Learning Evaluation","San Francisco, CA 94107 (South of Market area)",Adobe,"Data Scientist, Machine Learning Data

Machine Learning is a critical part of Adobe’s Cloud offering. Adobe Clouds enable customers to create and manage digital content, such as assets, composites, 3D, documents etc., and digital experience and transfor"
